id,nombre,desc
VTMOTH49,"How often take other multi-vitamins #4","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Multi-Vitamins, how often do you take: Any other combination types? If YES to VITCOMB9, specify"
SVTMOT19,"How often take other vitamins #1","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMO109,"How often take other vitamins #10","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMOT29,"How often take other vitamins #2","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMOT39,"How often take other vitamins #3","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMOT49,"How often take other vitamins #4","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMOT59,"How often take other vitamins #5","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMOT69,"How often take other vitamins #6","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMOT79,"How often take other vitamins #7","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMOT89,"How often take other vitamins #8","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SVTMOT99,"How often take other vitamins #9","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Any other single vitamins or minerals? If YES to VTMSING9, specify"
SELENIU9,"How often take selenium","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Selenium"
SOYPROT9,"How often take soy protein","If YES to SOYYSNO9: How many times per week?"
VITAMNA9,"How often take vitamin A","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Vitamin A, not beta carotene"
VITAMNC9,"How often take vitamin C","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Vitamin C"
VITAMND9,"How often take vitamin D","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Vitamin D"
VITAMNE9,"How often take vitamin E","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Vitamin E"
ZINC9,"How often take zinc","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Zinc"
FOLATE9,"How often taking folate","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Single Vitamins or minerals, not part of multi-vitamins, how often do you take: Folate"
WRKACTC9,"How often walk in current job","In your current job(s), on a typical day/shift, how often do you do each of the following: Walk"
HIGHBP9,"Hypertension since last visit","Since your last study visit, has a doctor, nurse practitioner or other health care provider told you that you had any of the following conditions or treated you for them? High blood pressure or hypertension?"
HYSTERE9,"Hysterectomy since last visit","Since your last study visit, have you had any of the following surgeries or procedures? Hysterectomy (an operation to remove your uterus or womb)?"
ICECREA9,"Ice Cream past year","In the past year if you ate ice cream was it usually..."
IMPRMEM9,"Improve memory","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: To improve my memory"
RATEIN19,"Increase heart rate sport 1","When you did this activity, did your heart rate and breathing increase?"
RATEIN29,"Increase heart rate sport 2","When you did this activity, did your heart rate and breathing increase?"
WORKLOA9,"Increase work load upsetting since last visit","Since your last study visit, have you experienced any of the following: Took on a greatly increased workload at job? If you have, indicate how upsetting it was."
INSPPAN9,"Inspired this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Inspired"
INSTSHK9,"Instant Shakes past year","In the past year if you drank instant breakfast shakes (like Carnation, diet shakes like Sego or liquid supplements like Ensure) was it usually..."
INSULN19,"Insulin medication #1","Since your last study visit, have you taken: Insulin or pills for sugar in your blood?"
INSUTW19,"Insulin medication #1 taken 2 times/week for the last month","If YES to INSULN19: Have you been taking it at least two times per week for the last month?"
INSULN29,"Insulin medication #2","Since your last study visit, have you taken: Insulin or pills for sugar in your blood?"
INSUTW29,"Insulin medication #2 taken 2 times/week for the last month","If YES to INSULN29: Have you been taking it at least two times per week for the last month?"
AICDPUM9,"Insulin pump, pacemaker or automatic implantable cardiac defibrillator","Do you have an insulin pump, pacemaker or automatic implantable cardiac defibrillator (AICD)?"
INSURAN9,"Insurance doesn't cover","People fail to get health care for a variety of reasons. Have any of the following reasons prevented you from getting health care? - Insurance or health plan does not cover"
INTRPAN9,"Interested this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Interested"
INTDAY9,"Interview Day","Date form completed"
MISSCON9,"Invalid conductance value causes missing bio","Invalid conductance value causes missing bio"
LEKEVER9,"Involuntary leakage ever","Have you ever leaked urine, even a very small amount, beyond your control?"
LEKINVO9,"Involuntary leakage since last study visit","Since your last study visit, have you leaked, even a very small amount, of urine involuntarily or beyond your control?"
IRRITAB9,"Irritability past 2 weeks","Thinking back over the past two weeks, how often have you had: Irritability or grouchiness?"
IRRIPAN9,"Irritable this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Irritable"
FODPNJC9,"Jenny Craig Diet past week","If YES to JENCRAI9, have you used this food plan in the past week? Jenny Craig Diet Plan"
JENCRAI9,"Jenny Craig Diet past year","In the past year have you used: Jenny Craig Diet Plan"
JITTPAN9,"Jittery this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Jittery"
LANGBIO9,"Language of Bioimpedance","Interview Language:"
LANGCOG9,"Language of Cognitive Function","Interview language:"
LANGEFP9,"Language of Ethnic Foods Pages (EFP)","Lang of EFP"
LANGINT9,"Language of Interview","Interview language"
LANGSAA9,"Language of Self-A","Interview language"
LMPDAY9,"Last Menstrual Period Day","What was the date that you started your most recent menstrual bleeding?"
HORMDAY9,"Last Took Hormones Day","Since your last study visit, you were taking hormones and then stopped. In what month and year did you last take hormones?"
LEKCOUG9,"Leak urine due to cough, laugh, etc. in last month","In the last month, have you lost any urine, even a small amount, beyond your control when you are coughing, laughing, sneezing, jogging, picking up an object from the floor or similar type of activity?"
LEKURGE9,"Leak urine due to urge to void & too slow in last month","In the last month, have you lost any urine, even a small amount, beyond your control when you have the urge to urinate and can't get to the toilet fast enough?"
LRXBIOF9,"Leakage treatment recommended: Biofeedback or electrical stimulation","If YES to RXTRMLK9: For the treatments that were recommended or prescribed by a doctor, nurse or other health care professional, tell us how satisfied you were with each of them - Biofeedback or electrical stimulation"
LRXKEGL9,"Leakage treatment recommended: Kegel or pelvic exercises","If YES to RXTRMLK9: For the treatments that were recommended or prescribed by a doctor, nurse or other health care professional, tell us how satisfied you were with each of them - Kegels or pelvic muscle exercises"
LRXLIMT9,"Leakage treatment recommended: Limit fluid intake","If YES to RXTRMLK9: For the treatments that were recommended or prescribed by a doctor, nurse or other health care professional, tell us how satisfied you were with each of them - Limit fluid intake"
LRXMED9,"Leakage treatment recommended: Medication","If YES to RXTRMLK9: For the treatments that were recommended or prescribed by a doctor, nurse or other health care professional, tell us how satisfied you were with each of them - Medication"
LRXOTH9,"Leakage treatment recommended: Other treatments","If YES to RXTRMLK9: For the treatments that were recommended or prescribed by a doctor, nurse or other health care professional, tell us how satisfied you were with each of them - Any other treatments"
LRXSURG9,"Leakage treatment recommended: Surgery","If YES to RXTRMLK9: For the treatments that were recommended or prescribed by a doctor, nurse or other health care professional, tell us how satisfied you were with each of them - Surgery"
LRXUMOR9,"Leakage treatment recommended: Urinate more often","If YES to RXTRMLK9: For the treatments that were recommended or prescribed by a doctor, nurse or other health care professional, tell us how satisfied you were with each of them - Urinate more often or urinate on a schedule"
LEGALPR9,"Legal problems upsetting since last visit","Since your last study visit, have you experienced any of the following: Family member had legal problems or a problem with the police? If you have, indicate how upsetting it was."
LENGCYL9,"Length of menstrual cycle","During times when you were not using birth control pills or other hormone medications: A menstrual cycle is the period of time from the beginning of bleeding from one menstrual period to the beginning of bleeding of the next menstrual period. Since your last study visit, what was the usual length of your menstrual cycles?"
ATTRACT9,"Less attractive after menopause","Now I am going to read you some statements about some general attitudes and feelings that women your age may have. Please tell me whether you personally agree, you feel neutral or you disagree with them. Do you personally agree, feel neutral (have no opinion) or disagree with: A woman is less attractive after menopause."
FAILURE9,"Life has been failure past week","During the past week: I thought my life had been a failure"
H_NOTIC9,"Little free time, hardly notice menopause","Now I am going to read you some statements about some general attitudes and feelings that women your age may have. Please tell me whether you personally agree, you feel neutral or you disagree with them. Do you personally agree, feel neutral (have no opinion) or disagree with: Women with little free time hardly notice the menopause."
APPETIT9,"Lost appetite past week","During the past week: I did not feel like eating; my appetite was poor"
FODPNLF9,"Low-Fat Diet past week","If YES to LOWFATD9, have you used this food plan in the past week? Low-fat diet"
LOWFATD9,"Low-Fat Diet past year","In the past year have you used: Low-fat diet"
FODPNLS9,"Low-Salt Diet past week","If YES to LOWSALT9, have you used this food plan in the past week? Low-salt diet"
LOWSALT9,"Low-Salt Diet past year","In the past year have you used: Low-salt diet"
LSTURIN9,"MAIL: Days leak in last month due to cough, laugh, sneeze","In the last month, about how many days have you lost any urine, even a small amount, beyond your control when you are coughing, laughing, sneezing, jogging, picking up an object from the floor or similar type of activity?"
LSTURI29,"MAIL: Days leak in last month due to void urge & slow to toilet","In the last month, about how many days have you lost any urine, even a small amount, beyond your control when you have the urge to urinate and can't get to the toilet fast enough?"
LEKMAIL9,"MAIL: Involuntary leakage since last visit","Since your last study visit, have you leaked urine, even a small amount, beyond your control?"
SINGVTM9,"MAIL: Single vitamin, mostly calcium during past year","During the past year have you used any single vitamin (not part of a multi-vitamin) that is mostly calcium or taken Tums pills?"
SINGVTN9,"MAIL: Single vitamin, times/week","During the past year have you used any single vitamin (not part of a multi-vitamin) that is mostly calcium or taken Tums pills? If yes, how many time per week?"
STRTEST9,"MAIL: Start using estrogen/progestin since last visit","Did you start using any prescription medications containing estrogen or progestin since the time of your last study visit?"
STPESTR9,"MAIL: Stopped using estrogen/progestin since last visit","Have you stopped taking any prescription medications containing estrogen or progestin since your last study visit?"
MAMOGRA9,"Mammogram since last visit","Since your last study visit, have you had: A mammogram (an x-ray taken only of the breast by a machine that presses the breast against a glass plate)?"
DTTMANG9,"Manganese, mg","Manganese, mg"
MARITAL9,"Marital status","What is your current marital status? Would you say ..."
MEALBAR9,"Meal Replacement/Snack Bars past year","In the past year if you ate meal replacement bars or snack bars (such as breakfast bars, granola bars or powerbars) were they usually..."
MECNCER9,"Melanoma since last visit","If YES to SKCNCER9: What type of cancer were you told you had? Melanoma?"
STATUS9,"Menopausal Status","Menopausal status variable"
NO_MED9,"Menopause doesn't need medical attention","Now I am going to read you some statements about some general attitudes and feelings that women your age may have. Please tell me whether you personally agree, you feel neutral or you disagree with them. Do you personally agree, feel neutral (have no opinion) or disagree with: Menopause is a mid-life change that generally does not need medical attention."
BLD3MON9,"Menstrual bleeding in last 3 months","Did you have any menstrual bleeding in the last 3 months?"
BLEEDNG9,"Menstrual bleeding since last visit","Did you have any menstrual bleeding since your last study visit?"
METJEWL9,"Metal jewelry during measurement","Did participant wear any metal jewelry during measurement?"
ONMEASS9,"Metal jewelry on measured side","If YES to METJEWL9, were there any rings, bracelets, watches or ankle jewelry on the measured side?"
MYAMPRO9,"Mexican yam","During the past 12 months, have you used any of the following for your health? Mexican yam or progesterone cream"
MYAMGEN9,"Mexican yam - General Health","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: For general health?"
MYAMHAR9,"Mexican yam - Heart","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: To reduce the risk of heart disease?"
MYAMMEM9,"Mexican yam - Improve Memory","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: To improve memory?"
MYAMMEN9,"Mexican yam - Menopausal symptoms","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: To relieve menopausal symptoms?"
MYAMOST9,"Mexican yam - Osteoporosis","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: To reduce the risk of osteoporosis?"
MYAMOTH9,"Mexican yam - Other reason","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: Is there any other reason you use Mexican yam or progesterone cream?"
MYAMSPE9,"Mexican yam - Other specify","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: Is there any other reason you use Mexican yam or progesterone cream? Specify"
MYAMADV9,"Mexican yam - Provider advice","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: On advice from health care provider?"
MYAMPER9,"Mexican yam - Regulate Periods","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: To regulate periods?"
MYAMWGH9,"Mexican yam - Weight","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: To lose weight or to stay the same weight?"
MYAMLOO9,"Mexican yam - Young Looking","If YES to MYAMPRO9: Please tell me whether or not you use Mexican yam or progesterone cream: To stay young-looking?"
MIGRAIN9,"Migraines since last visit","Since your last study visit, has a doctor, nurse practitioner or other health care provider told you that you had any of the following conditions or treated you for them? Migraines?"
KEEPMIN9,"Mind on what doing past week","During the past week: I had trouble keeping my mind in what I was doing"
MISSPHY9,"Missing physical measures causes missing bio","Missing physical measures causes missing bio"
MONEYPR9,"Money problems upsetting since last visit","Since your last study visit, have you experienced any of the following: Major money problems? If you have, indicate how upsetting it was."
ALCHMON9,"Monthly variability Alcohol","Monthly variability Alcohol"
DARYMON9,"Monthly variability Dairy","Monthly variability Dairy"
FATMON9,"Monthly variability Fat/Sweet","Monthly variability Fat/Sweet"
FRUTMON9,"Monthly variability Fruit","Monthly variability Fruit"
FVMON9,"Monthly variability Fruit + Vegetables","Monthly variability Fruit+Veg"
GRANMON9,"Monthly variability Grains","Monthly variability Grains"
MEATMON9,"Monthly variability Meat","Monthly variability Meat"
VEGMON9,"Monthly variability Vegetables","Monthly variability Veg"
ALCO24H9,"More than 2 alcoholic drinks last 24 hours","Have you had more than 2 alcohol drinks in the last 24 hours? That is, since (time) a.m. / p.m.?"
NERVS19,"Nervous condition medication #1","Since your last study visit, have you taken: Any medications for a nervous condition such as tranquilizers, sedatives, sleeping pills, or anti-depression medication?"
NERVTW19,"Nervous condition medication #1 taken 2 times/week for the last month","If YES to NERVS19: Have you been taking it at least two times per week for the last month?"
NERVS29,"Nervous condition medication #2","Since your last study visit, have you taken: Any medications for a nervous condition such as tranquilizers, sedatives, sleeping pills, or anti-depression medication?"
NERVTW29,"Nervous condition medication #2 taken 2 times/week for the last month","If YES to NERVS29: Have you been taking it at least two times per week for the last month?"
NERVPAN9,"Nervous this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Nervous"
NITESWE9,"Night sweats past 2 weeks","Thinking back over the past two weeks, how often have you had: Night sweats?"
NUMNITS9,"Night sweats times/night","On the days that you have night sweats, how many times each night do you usually have them?"
FAILOTH9,"No health care - other reason","People fail to get health care for a variety of reasons. Have any of the following reasons prevented you from getting health care? - Other, Specify"
NOPROVI9,"No health care provider","People fail to get health care for a variety of reasons. Have any of the following reasons prevented you from getting health care? - No health care provider"
FREE9,"No menstrual periods, free & independent","Now I am going to read you some statements about some general attitudes and feelings that women your age may have. Please tell me whether you personally agree, you feel neutral or you disagree with them. Do you personally agree, feel neutral (have no opinion) or disagree with: Women who no longer have menstrual periods feel free and independent."
NMECNCR9,"Non-melanoma skin since last visit","If YES to SKCNCER9: What type of cancer were you told you had? Non melanoma skin cancer?"
IMAGNOL9,"Not bothered imagine being old","Please indicate the extent you personally agree or disagree with the following statements about yourself: It doesn't bother me at all to imagine myself being old."
LOOKSAG9,"Not bothered looks change with age","Please indicate the extent you personally agree or disagree with the following statements about yourself: When I look in the mirror, it doesn't bother me to see how my looks have changed with age."
LTXMYSF9,"Not discuss: Can treat myself","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - I can or have treated my leaking problem by myself"
LDRNASK9,"Not discuss: Health care provider never asked","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - My doctor/nurse/health care professional has never asked me about my leaking problem"
LNRMCHD9,"Not discuss: Normal after having children","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - Leaking urine is normal after having children"
LNRMOLD9,"Not discuss: Normal part of getting old","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - Leaking urine is a normal part of getting older"
LEAKOR9,"Not discuss: Other reason","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - Are there any other reason(s) you have not discussed your leaking problem with a doctor/nurse/health care professional?"
LEAKORS9,"Not discuss: Other specify","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - Are there any other reason(s) you have not discussed your leaking problem with a doctor/nurse/health care professional? - Please list (Specify)"
LNOTBAD9,"Not discuss: Problem not bad enough","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - My problem is not bad enough to discuss it with a doctor, nurse or health care professional"
LNOEFTX9,"Not discuss: Think no effective treatment","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - I don't think there are any effective treatments for my leaking problem"
LEMBARR9,"Not discuss: Too embarrassed to bring up","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - I am too embarrassed about my leaking problem to bring it up at a visit with my doctor/nurse/other health care professional"
LWYSURG9,"Not discuss: Worried will need surgery","If NO to LEKDISC9: Why have you not discussed your leakage with a doctor, nurse or other health care professional? - I am worried that I will be told I need surgery"
BROKEBO9,"Number events where bone(s) broken since last visit","How many times have you broken or fractured one or more bones since your last study visit? # of events where bone(s) were broken or fractured"
NSKIP9,"Number foods missing or double-marked","Number of foods missing or double-marked"
NUMADDS9,"Number of Additional Foods","Number of Additional Foods"
WRKEXPE9,"Number people smoking when exposed to smoke-work","During the past 7 days, when you were exposed to tobacco smoke while at work, how many people on average were smoking in the room you were in?"
DARYSRV9,"Number servings Dairy","N servings DAIRY"
FVSRV9,"Number servings Fruit + Vegetables","N servings Fruit + Veg"
GRANSRV9,"Number servings Grains","N servings Grains"
MEATSRV9,"Number servings Meat","N servings Meat"
VEGSRV9,"Number servings Vegetables","N servings Veg"
FRUTSRV9,"Number servings fruit or fruit juice","N servings fruit or fruit juice"
ALCHSRV9,"Number servings of Alcoholic Beverages","N servings of Alcoholic Beverages"
MDTALK9,"Number times talk to health professional","Since your last study visit, about how many times did you see or talk to a doctor, nurse practitioner or other health care provider, regarding your own health? (Do not count hospitalizations or visits for this study)."
FODPNNS9,"Nutri System past week","If YES to NUTRISY9, have you used this food plan in the past week? Nutri System"
NUTRISY9,"Nutri System past year","In the past year have you used: Nutri System"
DIETNUT9,"Nutritious diet","During the past 12 months, have you used any of the following for your health? Eating a nutritious diet"
DIETGEN9,"Nutritious diet - General Health","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: For general health?"
DIETHAR9,"Nutritious diet - Heart","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: To reduce the risk of heart disease?"
DIETMEM9,"Nutritious diet - Improve Memory","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: To improve memory?"
DIETMEN9,"Nutritious diet - Menopausal symptoms","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: To relieve menopausal symptoms?"
DIETOST9,"Nutritious diet - Osteoporosis","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: To reduce the risk of osteoporosis?"
DIETOTH9,"Nutritious diet - Other reason","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: Is there any other reason you use eating a nutritious diet?"
DIETSPE9,"Nutritious diet - Other specify","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: Is there any other reason you use eating a nutritious diet? Specify"
DIETADV9,"Nutritious diet - Provider advice","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: On advice from health care provider?"
DIETPER9,"Nutritious diet - Regulate Periods","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: To regulate periods?"
DIETWGH9,"Nutritious diet - Weight","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: To lose weight or to stay the same weight?"
DIETLOO9,"Nutritious diet - Young Looking","If YES to DIETNUT9: Please tell me whether or not you use eating a nutritious diet: To stay young-looking?"
OLD_VAL9,"Older a woman is, more valued","Now I am going to read you some statements about some general attitudes and feelings that women your age may have. Please tell me whether you personally agree, you feel neutral or you disagree with them. Do you personally agree, feel neutral (have no opinion) or disagree with: The older a woman is, the more valued she is."
DTTOMEG9,"Omega-3 fatty acids, g","Omega-3 fatty acids, g"
FLGDIF9,"One or both Estradiol results (E2) are less than or equal to 20 pg/mL and the difference between them is more than 10 pg/mL","1 or both E2<=20 pg/mL & dif>10"
ONEOVAR9,"One or both ovaries removed","Since your last study visit, have you had any of the following surgeries or procedures? Was one ovary removed or were both ovaries removed?"
OSTEIV19,"Osteoporosis IV (into the vein) medication","Since your last study visit, have you taken: IV (into the vein) medication to treat osteoporosis (brittle or thinning bones) such as IV bisphosphonates?"
OSTIVL19,"Osteoporosis IV (into the vein) medication taken in the last year","If yes, have you taken it in the last year?"
OSTEON19,"Osteoporosis non-IV medication #1","Since your last study visit, have you taken: Non IV medications to prevent or treat osteoporosis (brittle or thinning bones) such as Fosamax, Didronel, Evista, Miacalcin, Rocaltrol, Actonel, Forteo (PTH)?"
OSTNTW19,"Osteoporosis non-IV medication #1 taken 2 times/week for the last month","If YES to OSTEON19: Have you been taking it at least two times per week for the last month?"
OSTN1W19,"Osteoporosis non-IV medication #1 taken once/week for the last month","If YES to OSTEON19: Have you been taking it once a week for the last month?"
OSTEON29,"Osteoporosis non-IV medication #2","Since your last study visit, have you taken: Non IV medications to prevent or treat osteoporosis (brittle or thinning bones) such as Fosamax, Didronel, Evista, Miacalcin, Rocaltrol, Actonel, Forteo (PTH)?"
OSTNTW29,"Osteoporosis non-IV medication #2 taken 2 times/week for the last month","If YES to OSTEON29: Have you been taking it at least two times per week for the last month?"
OSTN1W29,"Osteoporosis non-IV medication #2 taken once/week for the last month","If YES to OSTEON29: Have you been taking it once a week for the last month?"
OSTEOPR9,"Osteoporosis since last visit","Since your last study visit, has a doctor, nurse practitioner or other health care provider told you that you had any of the following conditions or treated you for them? Osteoporosis (brittle or thinning bones)?"
OTHGEN9,"Other - General Health","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: For general health?"
OTHHAR9,"Other - Heart","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: To reduce the risk of heart disease?"
OTHMEM9,"Other - Improve Memory","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: To improve memory?"
OTHMEN9,"Other - Menopausal symptoms","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: To relieve menopausal symptoms?"
OTHOST9,"Other - Osteoporosis","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: To reduce the risk of osteoporosis?"
OTHALTR9,"Other - Other reason","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: Is there any other reason you use any other health practice or remedy?"
WHYOTHA9,"Other - Other specify","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: Is there any other reason you use any other health practice or remedy? Specify"
OTHADV9,"Other - Provider advice","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: On advice from health care provider?"
OTHPER9,"Other - Regulate Periods","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: To regulate periods?"
OTHALTS9,"Other - Specify","If YES to OTHALT9: During the past 12 months, have you used any of the following for your health? Any other health practice or remedy - Specify"
OTHWGH9,"Other - Weight","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: To lose weight or to stay the same weight?"
OTHLOO9,"Other - Young Looking","If YES to OTHALT9: Please tell me whether or not you use any other health practice or remedy: To stay young-looking?"
OT2GEN9,"Other 2 - General Health","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: For general health?"
OT2HAR9,"Other 2 - Heart","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: To reduce the risk of heart disease?"
OT2MEM9,"Other 2 - Improve Memory","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: To improve memory?"
OT2MEN9,"Other 2 - Menopausal symptoms","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: To relieve menopausal symptoms?"
OT2OST9,"Other 2 - Osteoporosis","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: To reduce the risk of osteoporosis?"
OT2ALT9,"Other 2 - Other reason","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: Is there any other reason you use any other health practice or remedy?"
WHYOT2A9,"Other 2 - Other specify","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: Is there any other reason you use any other health practice or remedy? Specify"
OT2ADV9,"Other 2 - Provider advice","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: On advice from health care provider?"
OT2PER9,"Other 2 - Regulate Periods","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: To regulate periods?"
OTALT2S9,"Other 2 - Specify","If YES to OTHALT29: During the past 12 months, have you used any of the following for your health? Any other health practice or remedy - Specify"
OT2WGH9,"Other 2 - Weight","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: To lose weight or to stay the same weight?"
OT2LOO9,"Other 2 - Young Looking","If YES to OTHALT29: Please tell me whether or not you use any other health practice or remedy: To stay young-looking?"
OT3GEN9,"Other 3 - General Health","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: For general health?"
OT3HAR9,"Other 3 - Heart","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: To reduce the risk of heart disease?"
OT3MEM9,"Other 3 - Improve Memory","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: To improve memory?"
OT3MEN9,"Other 3 - Menopausal symptoms","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: To relieve menopausal symptoms?"
OT3OST9,"Other 3 - Osteoporosis","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: To reduce the risk of osteoporosis?"
OT3ALT9,"Other 3 - Other reason","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: Is there any other reason you use any other health practice or remedy?"
